id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,x,y,rotation,system_type,terminal_type
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015fd6e,16x4 Connection 8 Diameter Duct,137,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-30.77941559,1.544789929,8.921740305,-30.32856559,1.605114929,9.06145,-30.55399059,1.598764929,90,hvac,
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015fd89,16x4 Connection 8 Diameter Duct,138,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-28.11275927,1.544789929,8.921740305,-27.66190927,1.605114929,9.06145,-27.88733427,1.598764929,90,hvac,
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015fdd2,16x4 Connection 8 Diameter Duct,139,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-26.20406875,3.038475,9.328140305,-26.14374375,3.489325,9.46785,-26.19771875,3.2639,120,hvac,
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015fdf7,16x4 Connection 8 Diameter Duct,140,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-26.20406875,4.486275,9.328140305,-26.14374375,4.937125,9.46785,-26.19771875,4.7117,120,hvac,
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015fe30,16x4 Connection 8 Diameter Duct,141,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-26.04849375,3.768725,9.32815,-25.98816875,4.219575,9.467859695,-25.99451875,3.99415,120,hvac,
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015fe94,16x4 Connection 8 Diameter Duct,142,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6068,0.00246868097,-25.69199344,8.728075,9.277340305,-25.63166844,9.178925,9.41705,-25.68564344,8.9535,120,hvac,
a92a4e4a-67e7-4364-b5b8-1bc3521451d8-0015feb0,16x4 Connection 8 Diameter Duct,143,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6068,0.00246868097,-25.53641844,8.093075,9.27735,-25.47609344,8.543925,9.417059695,-25.48244344,8.3185,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001600b2,16x4 Connection 8 Diameter Duct,144,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,2.856068731,0.00246868097,-17.56506616,-0.7944719924,8.526618731,-17.3232083,-0.3591995835,8.666328426,-17.42246877,-0.5867106708,107.0168769,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001600dd,16x4 Connection 8 Diameter Duct,145,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,2.856068731,0.00246868097,-17.70663338,-0.7299560911,8.526609036,-17.46477552,-0.2946836823,8.666318731,-17.6073729,-0.5024450039,107.0168769,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-0016011c,16x4 Connection 8 Diameter Duct,146,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,2.856068731,0.00246868097,-23.08684787,-0.7299560911,8.526609036,-22.84499001,-0.2946836823,8.666318731,-22.9875874,-0.5024450039,107.0168769,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-00160123,16x4 Connection 8 Diameter Duct,147,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,2.856068731,0.00246868097,-22.94528065,-0.7944719924,8.526618731,-22.70342279,-0.3591995835,8.666328426,-22.80268327,-0.5867106708,107.0168769,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-00160182,16x4 Connection 8 Diameter Duct,148,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-24.13210293,1.544789929,8.92175,-23.68125293,1.605114929,9.061459695,-23.90667793,1.598764929,180,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001601b6,16x4 Connection 8 Diameter Duct,149,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-21.13524662,1.544789929,8.921740305,-20.68439662,1.605114929,9.06145,-20.90982162,1.598764929,90,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001601ee,16x4 Connection 8 Diameter Duct,150,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-18.30546954,1.544789929,8.921740305,-17.85461954,1.605114929,9.06145,-18.08004454,1.598764929,90,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-00160252,16x4 Connection 8 Diameter Duct,151,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-18.95464344,3.038475,9.328140305,-18.89431844,3.489325,9.46785,-18.94829344,3.2639,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-00160277,16x4 Connection 8 Diameter Duct,152,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-18.95464344,4.486275,9.328140305,-18.89431844,4.937125,9.46785,-18.94829344,4.7117,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-0016029b,16x4 Connection 8 Diameter Duct,153,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-18.79906844,3.768007464,9.32815,-18.73874344,4.218857464,9.467859695,-18.74509344,3.993432464,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001602fc,16x4 Connection 8 Diameter Duct,154,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-18.95464344,8.728075,9.328140305,-18.89431844,9.178925,9.46785,-18.94829344,8.9535,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-00160317,16x4 Connection 8 Diameter Duct,155,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.6576,0.00246868097,-18.79906844,8.093075,9.32815,-18.73874344,8.543925,9.467859695,-18.74509344,8.3185,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-0016060d,16x4 Connection 8 Diameter Duct,156,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-15.83343636,7.188840975,8.921740305,-15.77311136,7.639690975,9.06145,-15.82708636,7.414265975,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-00160663,16x4 Connection 8 Diameter Duct,157,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-15.83343636,5.862137555,8.921740305,-15.77311136,6.312987555,9.06145,-15.82708636,6.087562555,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001606a5,16x4 Connection 8 Diameter Duct,158,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-15.83343636,4.489616406,8.921740305,-15.77311136,4.940466406,9.06145,-15.82708636,4.715041406,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001606cb,16x4 Connection 8 Diameter Duct,159,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-15.83343636,3.168383899,8.921740305,-15.77311136,3.619233899,9.06145,-15.82708636,3.393808899,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-001606f1,16x4 Connection 8 Diameter Duct,160,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-15.83343636,1.77426422,8.921740305,-15.77311136,2.22511422,9.06145,-15.82708636,1.99968922,120,hvac,
a0319bf7-0e7d-44bf-894c-29fdf5026fbd-0016075b,16x4 Connection 8 Diameter Duct,161,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-18.132425,9.444189929,8.921740305,-17.681575,9.504514929,9.06145,-17.907,9.498164929,90,hvac,
29ad6e58-46b5-4fcb-a552-654d521c97d8-001611da,"4"" DIA",171,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001249534933,-24.1808,13.0302,8.9662,-24.0284,13.1318,9.1186,-24.1046,13.0302,180,hvac,
29ad6e58-46b5-4fcb-a552-654d521c97d8-00161291,"4"" DIA",173,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001249534933,-17.8308,13.0302,8.9662,-17.6784,13.1318,9.1186,-17.7546,13.0302,180,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161d54,16x4 Connection 8 Diameter Duct,182,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,3.2766,0.00246868097,-26.01595,11.40116245,4.883140305,-25.5651,11.46148745,5.02285,-25.790525,11.40751245,180,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161d7d,16x4 Connection 8 Diameter Duct,183,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,3.2766,0.00246868097,-24.152225,11.40116245,4.883140305,-23.701375,11.46148745,5.02285,-23.9268,11.40751245,180,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161db5,16x4 Connection 8 Diameter Duct,184,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,3.2766,0.00246868097,-21.643975,11.40116245,4.883140305,-21.193125,11.46148745,5.02285,-21.41855,11.40751245,180,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161dd0,16x4 Connection 8 Diameter Duct,185,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,3.2766,0.00246868097,-19.103975,11.40116245,4.883140305,-18.653125,11.46148745,5.02285,-18.87855,11.40751245,180,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161e38,16x4 Connection 8 Diameter Duct,186,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,3.2766,0.00246868097,-26.17579724,9.685895925,4.88315,-26.11547224,10.13674592,5.022859695,-26.12182224,9.911320925,120,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161e50,16x4 Connection 8 Diameter Duct,187,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,3.2766,0.00246868097,-26.17579724,8.093075,4.88315,-26.11547224,8.543925,5.022859695,-26.12182224,8.3185,120,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161eff,"4"" DIA",189,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,0,0.001249534933,-24.1808,13.0302,4.8768,-24.0284,13.1318,5.0292,-24.1046,13.0302,180,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162988,"4"" DIA",190,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cadb,,,0,0.001249534933,-25.879425,2.571750004,4.8514,-25.727025,2.673350004,5.0038,-25.803225,2.673350004,90,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-001631ef,16x4 Connection 8 Diameter Duct,192,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,3.0988,0.00246868097,-25.219025,5.275563122,1.22555,-24.768175,5.335888122,1.365259695,-24.9936,5.281913122,90,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-0016322d,16x4 Connection 8 Diameter Duct,193,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,3.0988,0.00246868097,-23.390225,5.275563122,1.22555,-22.939375,5.335888122,1.365259695,-23.1648,5.281913122,90,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-00163257,16x4 Connection 8 Diameter Duct,194,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,3.0988,0.00246868097,-21.561425,5.275563122,1.22555,-21.110575,5.335888122,1.365259695,-21.336,5.281913122,90,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-0016329d,16x4 Connection 8 Diameter Duct,195,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,3.0988,0.00246868097,-19.732625,5.275563122,1.22555,-19.281775,5.335888122,1.365259695,-19.5072,5.281913122,90,hvac,
f6e524e6-b848-42b8-99e6-fa105857ae7b-001632d4,16x4 Connection 8 Diameter Duct,196,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,3.0988,0.00246868097,-17.903825,5.275563122,1.22555,-17.452975,5.335888122,1.365259695,-17.6784,5.281913122,90,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-001637d7,16x4 Connection 8 Diameter Duct,202,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-12.950825,-7.894596384,9.061440305,-12.499975,-7.834271384,9.20115,-12.7254,-7.840621384,90,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163823,16x4 Connection 8 Diameter Duct,203,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-8.683625,-7.894596384,9.06145,-8.232775,-7.834271384,9.201159695,-8.4582,-7.840621384,180,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163858,16x4 Connection 8 Diameter Duct,204,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-9.902825,-7.894596384,9.06145,-9.451975,-7.834271384,9.201159695,-9.6774,-7.840621384,180,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-0016387e,16x4 Connection 8 Diameter Duct,205,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-11.731625,-7.894596384,9.061440305,-11.280775,-7.834271384,9.20115,-11.5062,-7.840621384,90,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-001638e8,16x4 Connection 8 Diameter Duct,206,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-11.1125,-6.867525,9.06145,-11.052175,-6.416675,9.201159695,-11.058525,-6.6421,120,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-0016390a,16x4 Connection 8 Diameter Duct,207,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-11.1125,-5.521325,9.06145,-11.052175,-5.070475,9.201159695,-11.058525,-5.2959,120,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163939,16x4 Connection 8 Diameter Duct,208,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-11.268075,-5.521325,9.061440305,-11.20775,-5.070475,9.20115,-11.261725,-5.2959,120,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163946,16x4 Connection 8 Diameter Duct,209,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,-11.268075,-6.867525,9.061440305,-11.20775,-6.416675,9.20115,-11.261725,-6.6421,120,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163d51,"12"" x 12""",214,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001282287758,-10.760075,-2.1844,8.1788,-10.455275,-1.8796,8.2121375,-10.607675,-2.032,180,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00164195,16x4 Connection 8 Diameter Duct,215,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-8.0391,-2.803525,8.921740305,-7.978775,-2.352675,9.06145,-7.985125,-2.5781,240,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-001641d5,16x4 Connection 8 Diameter Duct,216,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,-8.0391,-1.406525,8.921740305,-7.978775,-0.955675,9.06145,-7.985125,-1.1811,240,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00164216,16x4 Connection 8 Diameter Duct,217,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.0353,0.00246868097,-13.515975,-2.850053214,8.70585,-13.45565,-2.399203214,8.845559695,-13.509625,-2.624628214,240,hvac,
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-0016423c,16x4 Connection 8 Diameter Duct,218,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.0353,0.00246868097,-13.515975,-1.261543117,8.70585,-13.45565,-0.8106931168,8.845559695,-13.509625,-1.036118117,240,hvac,
04be4628-f152-40c0-a439-566f04daea9a-00164596,"4"" DIA",220,,,,0,0.001249534933,-8.823325,-8.994134025,8.9662,-8.670925,-8.892534025,9.1186,-8.747125,-8.892534025,90,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-0016475d,16x4 Connection 8 Diameter Duct,221,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,3.305175,-7.894596384,9.061440305,3.756025,-7.834271384,9.20115,3.5306,-7.840621384,90,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-0016475e,16x4 Connection 8 Diameter Duct,222,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,7.572375,-7.894596384,9.06145,8.023225,-7.834271384,9.201159695,7.7978,-7.840621384,180,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-0016475f,16x4 Connection 8 Diameter Duct,223,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,6.353175,-7.894596384,9.06145,6.804025,-7.834271384,9.201159695,6.5786,-7.840621384,180,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-00164760,16x4 Connection 8 Diameter Duct,224,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,4.524375,-7.894596384,9.061440305,4.975225,-7.834271384,9.20115,4.7498,-7.840621384,90,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-00164761,16x4 Connection 8 Diameter Duct,225,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,5.1435,-6.867525,9.06145,5.203825,-6.416675,9.201159695,5.197475,-6.6421,120,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-00164762,16x4 Connection 8 Diameter Duct,226,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,5.1435,-5.521325,9.06145,5.203825,-5.070475,9.201159695,5.197475,-5.2959,120,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-00164763,16x4 Connection 8 Diameter Duct,227,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,4.987925,-5.521325,9.061440305,5.04825,-5.070475,9.20115,4.994275,-5.2959,120,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-00164764,16x4 Connection 8 Diameter Duct,228,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,4.987925,-6.867525,9.061440305,5.04825,-6.416675,9.20115,4.994275,-6.6421,120,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-0016478f,"12"" x 12""",233,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001282287758,5.5118,-2.1971,8.1788,5.8166,-1.8923,8.2121375,5.6642,-2.0447,180,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-001647b4,16x4 Connection 8 Diameter Duct,234,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,8.2169,-2.803525,8.921740305,8.277225,-2.352675,9.06145,8.270875,-2.5781,240,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-001647b5,16x4 Connection 8 Diameter Duct,235,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,8.2169,-1.406525,8.921740305,8.277225,-0.955675,9.06145,8.270875,-1.1811,240,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-001647b6,16x4 Connection 8 Diameter Duct,236,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.0353,0.00246868097,2.740025,-2.850053214,8.70585,2.80035,-2.399203214,8.845559695,2.746375,-2.624628214,240,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-001647b7,16x4 Connection 8 Diameter Duct,237,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.0353,0.00246868097,2.740025,-1.261543117,8.70585,2.80035,-0.8106931168,8.845559695,2.746375,-1.036118117,240,hvac,
9480508d-8b27-4dc9-9fa5-b336f64a8465-0016489a,16x4 Connection 8 Diameter Duct,241,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.3909,0.00246868097,9.984510473,-7.894596384,9.06145,10.43536047,-7.834271384,9.201159695,10.20993547,-7.840621384,180,hvac,
1c5b9d5b-698e-4844-836c-171b8f3ed532-00164a94,"4"" DIA",243,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001249534933,10.8966,-9.603734025,8.7503,11.049,-9.502134025,8.9027,10.9728,-9.502134025,90,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-00164d4a,"12"" x 12""",244,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001282287758,18.72519811,-1.044575,8.1788,19.02999811,-0.739775,8.2121375,18.87759811,-0.892175,180,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-00164fc6,16x4 Connection 8 Diameter Duct,245,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,16.37072876,-7.655413361,8.921740305,16.82559567,-7.536756716,9.06145,16.59505406,-7.572476258,269.7549126,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-00165001,16x4 Connection 8 Diameter Duct,246,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,14.24851773,-7.934807744,8.921740305,14.70338464,-7.816151099,9.06145,14.47284303,-7.851870641,269.7549126,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-00165020,16x4 Connection 8 Diameter Duct,247,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,18.32811505,-7.397718568,8.921740305,18.78298195,-7.279061923,9.06145,18.55244034,-7.314781465,269.7549126,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-00165085,16x4 Connection 8 Diameter Duct,248,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,19.50370107,-6.626779476,8.921740305,19.56402607,-6.175929476,9.06145,19.51005107,-6.401354476,120,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001650c2,16x4 Connection 8 Diameter Duct,249,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,19.50370107,-5.318520726,8.921740305,19.56402607,-4.867670726,9.06145,19.51005107,-5.093095726,120,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-00165108,16x4 Connection 8 Diameter Duct,250,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,3.2512,0.00246868097,19.50370107,-3.641725,8.921740305,19.56402607,-3.190875,9.06145,19.51005107,-3.4163,120,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-0016564d,"4"" DIA",255,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,0,0.001249534933,19.44880093,-8.700250296,8.763,19.61315858,-8.579627306,8.9154,19.52434902,-8.589573402,90.24508742,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657a3,"12"" x 12""",256,,,,0,0.001282287758,18.72519811,-1.044575,12.2428,19.02999811,-0.739775,12.2761375,18.87759811,-0.892175,180,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657b5,16x4 Connection 8 Diameter Duct,257,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.2512,0.00246868097,16.37072876,-7.655413361,12.9857403,16.82559567,-7.536756716,13.12545,16.59505406,-7.572476258,269.7549126,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657b6,16x4 Connection 8 Diameter Duct,258,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.2512,0.00246868097,14.24851773,-7.934807744,12.9857403,14.70338464,-7.816151099,13.12545,14.47284303,-7.851870641,269.7549126,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657b7,16x4 Connection 8 Diameter Duct,259,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.2512,0.00246868097,18.32811505,-7.397718568,12.9857403,18.78298195,-7.279061923,13.12545,18.55244034,-7.314781465,269.7549126,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657b8,16x4 Connection 8 Diameter Duct,260,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.2512,0.00246868097,19.50370107,-6.626779476,12.9857403,19.56402607,-6.175929476,13.12545,19.51005107,-6.401354476,120,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657b9,16x4 Connection 8 Diameter Duct,261,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.2512,0.00246868097,19.50370107,-5.318520726,12.9857403,19.56402607,-4.867670726,13.12545,19.51005107,-5.093095726,120,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657ba,16x4 Connection 8 Diameter Duct,262,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.2512,0.00246868097,19.50370107,-3.641725,12.9857403,19.56402607,-3.190875,13.12545,19.51005107,-3.4163,120,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001657f6,"4"" DIA",267,,,,0,0.001249534933,19.44880093,-8.700250296,12.827,19.61315858,-8.579627306,12.9794,19.52434902,-8.589573402,90.24508742,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001659e8,16x4 Connection 8 Diameter Duct,268,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.3909,0.00246868097,3.305175,-7.894596384,13.1254403,3.756025,-7.834271384,13.26515,3.5306,-7.840621384,90,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001659e9,16x4 Connection 8 Diameter Duct,269,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.3909,0.00246868097,7.572375,-7.894596384,13.12545,8.023225,-7.834271384,13.2651597,7.7978,-7.840621384,180,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001659ea,16x4 Connection 8 Diameter Duct,270,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.3909,0.00246868097,6.353175,-7.894596384,13.12545,6.804025,-7.834271384,13.2651597,6.5786,-7.840621384,180,hvac,
163dfb52-e8ff-4ce3-8c1c-c35b84917839-001659eb,16x4 Connection 8 Diameter Duct,271,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb67,,,3.3909,0.00246868097,4.524375,-7.894596384,13.1254403,4.975225,-7.834271384,13.26515,4.7498,-7.840621384,90,hvac,
