id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
f6e524e6-b848-42b8-99e6-fa105857ae7b-001619e0,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.001235493594,-28.56782224,11.45831245,4.9022,-28.41542224,11.55991245,5.0038,-28.41542224,11.50911245,-28.56782224,11.50911245,0.1524,4.953,4.953,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00161562,f6e524e6-b848-42b8-99e6-fa105857ae7b-001619f5
f6e524e6-b848-42b8-99e6-fa105857ae7b-001619e9,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.001235493594,-28.77102224,11.66151245,4.9022,-28.66942224,11.81391245,5.0038,-28.72022224,11.66151245,-28.72022224,11.81391245,0.1524,4.953,4.953,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-001619fd,f6e524e6-b848-42b8-99e6-fa105857ae7b-001619f5
f6e524e6-b848-42b8-99e6-fa105857ae7b-001619f7,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.03494746233,-28.56782224,11.91551245,4.9022,-24.257,12.01711245,5.0038,-28.56782224,11.96631245,-24.257,11.96631245,4.310822238,4.953,4.953,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162044,f6e524e6-b848-42b8-99e6-fa105857ae7b-001619fd
f6e524e6-b848-42b8-99e6-fa105857ae7b-001619ff,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.007440829516,-24.1554,12.11871245,4.9022,-24.0538,13.03655,5.0038,-24.1046,12.11871245,-24.1046,13.03655,0.9178375543,4.953,4.953,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00161eff,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162044
f6e524e6-b848-42b8-99e6-fa105857ae7b-00161a22,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.005000163867,-29.0322,10.95031245,4.9022,-28.41542224,11.05191245,5.0038,-28.41542224,11.00111245,-29.0322,11.00111245,0.6167777617,4.953,4.953,round,0.1016,0.1016,hvac,0c10a9a6-8fbc-4954-bb30-11a7f5225350-0016f8e8,f6e524e6-b848-42b8-99e6-fa105857ae7b-00161562
f6e524e6-b848-42b8-99e6-fa105857ae7b-001627b9,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.002902381328,-25.854025,2.667000004,4.8768,-25.752425,3.025013122,4.9784,-25.803225,3.025013122,-25.803225,2.667000004,0.3580131185,4.9276,4.9276,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163013,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162988
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162bbb,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.04966528318,-25.650825,3.126613122,4.8768,-19.52453734,3.228213122,4.9784,-19.52453734,3.177413122,-25.650825,3.177413122,6.126287659,4.9276,4.9276,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163011,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163013
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162c45,Tees,,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,,0.3040974136,-25.273,5.281913122,1.1938,-15.89528123,5.485113122,1.397,-15.89528123,5.383513122,-25.273,5.383513122,9.377718767,1.2954,1.2954,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162d1e,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f90
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162ced,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.0980158251,-15.69208123,5.281913122,1.6002,-15.48888123,5.485113122,4.6228,-15.59048123,5.383513122,-15.59048123,5.383513122,3.0226,4.6228,1.6002,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f8e,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f90
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f35,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.009760723666,-16.19628123,4.1275,4.826,-15.89528123,4.3307,5.0292,-16.19628123,4.2291,-15.89528123,4.2291,0.301,4.9276,4.9276,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f45,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162098
