id,number,base_offset,host_id,material,width,height
wn-13,200,0.914,w-14,Glass,3.048,3.048
wn-14,201,0.914,w-14,Glass,3.048,3.048
wn-15,202,0.914,w-14,Glass,3.048,3.048
wn-16,203,0.914,w-14,Glass,3.048,3.048
wn-20,207,0.914,w-14,Glass,1.016,2.54
wn-43,230,0.914,w-16,Glass,2.54,2.032
wn-44,231,0.914,w-16,Glass,2.54,2.032
wn-45,232,0.914,w-15,Glass,1.016,2.54
wn-46,233,0.914,w-15,Glass,1.016,2.54
wn-47,234,0.914,w-15,Glass,1.016,2.54
