id,number,base_offset,system_type,terminal_type
tm-223,327,0,,
tm-288,394,0,,
tm-289,395,0,,
tm-314,423,0,,
tm-315,424,0,,
tm-316,425,0,,
tm-317,426,0,,
tm-318,427,0,,
tm-319,428,0,,
tm-320,429,0,,
tm-321,430,0,,
tm-322,431,0,,
tm-323,432,0,,
tm-324,433,0,,
tm-325,434,0.406,,
tm-326,435,0.381,,
tm-327,436,0.381,,
tm-328,437,0.33,,
tm-329,438,0.33,,
tm-330,439,0.33,,
tm-331,440,0.406,,
tm-332,441,0.406,,
tm-333,442,0.33,,
tm-334,443,0.33,,
tm-1016,443,0,,
tm-1017,444,-0,,
tm-1018,445,0,,
tm-1082,509,-0,,
tm-1083,510,0,,
tm-1084,511,-0,,
tm-1085,512,-0,,
tm-1086,513,0,,
tm-1087,514,0,,
