id,number,name,elevation
lv-1,,L1 - Block 43,0
lv-2,,L3,5.74
lv-3,,L1 - Block 35,-1.803
lv-4,,L2,2.464
lv-5,,L4,9.804
lv-6,,L5,13.868
lv-7,,Block 37 - Parapet,14.529
lv-8,,Block 43 - Parapet,15.596
lv-9,,Block 39 - Parapet,16.662
lv-10,,Parking,-5.156
lv-11,,R2,17.932
lv-12,,Parapet,19.355
lv-13,,L1 - Block 37,-1.054
lv-14,,R3,20.98
lv-15,,Parapet 2,21.59
lv-16,,M1,1.676
lv-17,,R1,16.053
lv-18,,Green Roof Hardscape,18.263
