id,number,base_offset,system_type,terminal_type
tm-296,402,0,,
tm-297,403,0,,
tm-751,173,0,,
tm-752,174,0,,
tm-753,175,0,,
tm-754,176,0,,
tm-755,177,0,,
tm-756,178,0,,
tm-757,179,-0,,
tm-758,180,0,,
tm-759,181,0,,
tm-760,182,0,,
tm-761,183,0,,
tm-762,184,0,,
tm-763,185,0,,
tm-764,186,0,,
tm-765,187,0,,
tm-766,188,0,,
tm-1019,446,0,,
tm-1020,447,0,,
tm-1025,452,-0,,
tm-1026,453,0,,
tm-1027,454,-0,,
tm-1028,455,0,,
tm-1029,456,0,,
tm-1030,457,-0,,
tm-1031,458,0,,
tm-1032,459,0,,
tm-1033,460,-0,,
tm-1034,461,0,,
tm-1035,462,0,,
tm-1036,463,0,,
tm-1037,464,0,,
tm-1038,465,0,,
tm-1039,466,0,,
tm-1040,467,0,,
tm-1041,468,0,,
tm-1042,469,0,,
tm-1049,476,0,,
tm-1050,477,0,,
tm-1058,485,0,,
tm-1059,486,0,,
tm-1060,487,0,,
