id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type
co-202,,,-0.394,-1.562,,,,
co-203,,,-0.406,-1.562,,,,
co-204,,,-1.562,-0.406,,,,
co-205,,,-1.562,-0.406,,,,
co-206,,,-1.956,-1.956,,,,
co-299,,,-1.664,-0.406,,,,
co-465,,,-1.105,-0.406,,,,
