id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-12,,,13.784,13.402,round,0.102,0.102,plumbing,,
pi-13,,,13.784,13.402,round,0.102,0.102,plumbing,,
pi-18,,,17.848,17.212,round,0.102,0.102,plumbing,,
pi-92,,,17.069,17.069,round,0.102,0.102,plumbing,,
pi-93,,,17.069,17.069,round,0.102,0.102,plumbing,,
pi-94,,,13.511,16.926,round,0.102,0.102,plumbing,,
pi-95,,,17.069,17.069,round,0.102,0.102,plumbing,,
pi-96,,,13.118,13.34,round,0.102,0.102,plumbing,,
pi-97,,,17.069,17.069,round,0.051,0.051,plumbing,,
pi-191,,,15.062,14.975,round,0.013,0.013,plumbing,,
pi-192,,,14.961,14.961,round,0.013,0.013,plumbing,,
pi-193,,,17.185,14.975,round,0.013,0.013,plumbing,,
pi-194,,,17.2,17.2,round,0.013,0.013,plumbing,,
pi-195,,,14.961,14.961,round,0.013,0.013,plumbing,,
pi-196,,,17.2,17.2,round,0.013,0.013,plumbing,,
pi-197,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-198,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-199,,,17.185,14.34,round,0.013,0.013,plumbing,,
pi-227,,,13.527,13.427,round,0.102,0.102,plumbing,,
pi-233,,,14.173,14.173,round,0.051,0.051,plumbing,,
pi-329,,,13.259,13.259,round,0.102,0.102,plumbing,,
pi-333,,,1.516,1.517,round,0.102,0.102,plumbing,,
pi-334,,,1.32,0.445,round,0.102,0.102,plumbing,,
pi-335,,,1.813,1.663,round,0.102,0.102,plumbing,,
pi-336,,,0.274,0.235,round,0.102,0.102,plumbing,,
pi-337,,,1.573,4.046,round,0.102,0.102,plumbing,,
pi-340,,,5.08,5.08,round,0.102,0.102,plumbing,,
pi-341,,,4.676,4.637,round,0.102,0.102,plumbing,,
pi-342,,,4.401,4.466,round,0.102,0.102,plumbing,,
pi-343,,,4.224,4.264,round,0.102,0.102,plumbing,,
pi-344,,,0.065,-0.603,round,0.102,0.102,plumbing,,
pi-347,,,-0.879,-0.749,round,0.102,0.102,plumbing,,
pi-363,,,4.978,4.929,round,0.102,0.102,plumbing,,
