id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-364,,,14.038,13.597,round,0.051,0.051,plumbing,,
pi-365,,,13.542,14.038,round,0.051,0.051,plumbing,,
pi-366,,,12.905,13.452,round,0.051,0.051,plumbing,,
pi-367,,,13.564,13.564,round,0.051,0.051,plumbing,,
pi-368,,,13.564,13.564,round,0.051,0.051,plumbing,,
pi-369,,,13.489,13.464,round,0.051,0.051,plumbing,,
pi-370,,,13.462,13.462,round,0.051,0.051,plumbing,,
pi-371,,,13.562,13.516,round,0.051,0.051,plumbing,,
pi-372,,,14.038,13.597,round,0.051,0.051,plumbing,,
pi-374,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-375,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-376,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-379,,,13.259,13.259,round,0.102,0.102,plumbing,,
pi-383,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-384,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-385,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-386,,,13.259,13.259,round,0.051,0.051,plumbing,,
pi-387,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-388,,,13.994,13.184,round,0.051,0.051,plumbing,,
pi-389,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-390,,,13.184,13.994,round,0.051,0.051,plumbing,,
pi-391,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-392,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-403,,,14.173,16.612,round,0.102,0.102,plumbing,,
pi-404,,,13.929,13.36,round,0.102,0.102,plumbing,,
pi-405,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-406,,,13.259,13.259,round,0.051,0.051,plumbing,,
pi-407,,,13.23,13.135,round,0.051,0.051,plumbing,,
pi-412,,,9.052,8.959,round,0.102,0.102,plumbing,,
pi-420,,,13.023,13.116,round,0.102,0.102,plumbing,,
pi-427,,,4.988,4.831,round,0.102,0.102,plumbing,,
pi-439,,,2.524,2.057,round,0.102,0.102,plumbing,,
pi-440,,,4.49,2.769,round,0.102,0.102,plumbing,,
pi-444,,,1.465,1.511,round,0.102,0.102,plumbing,,
pi-467,,,13.784,13.665,round,0.102,0.102,plumbing,,
pi-468,,,13.564,13.564,round,0.102,0.102,plumbing,,
pi-469,,,13.706,13.784,round,0.102,0.102,plumbing,,
pi-471,,,13.287,13.421,round,0.102,0.102,plumbing,,
pi-490,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-491,,,13.462,13.462,round,0.051,0.051,plumbing,,
pi-492,,,13.994,13.54,round,0.051,0.051,plumbing,,
pi-493,,,13.462,13.462,round,0.051,0.051,plumbing,,
pi-494,,,13.994,13.54,round,0.051,0.051,plumbing,,
pi-495,,,13.462,13.462,round,0.051,0.051,plumbing,,
pi-496,,,13.994,13.54,round,0.051,0.051,plumbing,,
pi-497,,,13.462,13.462,round,0.051,0.051,plumbing,,
pi-498,,,13.462,13.462,round,0.051,0.051,plumbing,,
pi-499,,,13.246,13.319,round,0.102,0.102,plumbing,,
pi-527,,,13.564,16.665,round,0.102,0.102,plumbing,,
pi-528,,,17.483,22.403,round,0.051,0.051,plumbing,,
pi-529,,,16.764,17.064,round,0.051,0.051,plumbing,,
pi-530,,,17.161,17.385,round,0.051,0.051,plumbing,,
pi-756,,,13.784,13.657,round,0.102,0.102,plumbing,,
pi-833,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-834,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-1223,,,17.348,17.348,round,0.025,0.025,plumbing,,
pi-1238,,,17.209,17.208,round,0.025,0.025,plumbing,,
pi-1239,,,17.215,17.329,round,0.025,0.025,plumbing,,
pi-1240,,,17.336,17.335,round,0.025,0.025,plumbing,,
pi-1241,,,17.335,17.336,round,0.025,0.025,plumbing,,
pi-1242,,,17.329,17.215,round,0.025,0.025,plumbing,,
pi-1243,,,17.208,17.208,round,0.025,0.025,plumbing,,
pi-1244,,,17.215,17.329,round,0.025,0.025,plumbing,,
pi-1245,,,17.335,17.335,round,0.025,0.025,plumbing,,
pi-1246,,,17.356,18.471,round,0.025,0.025,plumbing,,
pi-1388,,,17.348,17.348,round,0.025,0.025,plumbing,,
pi-1389,,,17.348,17.348,round,0.025,0.025,plumbing,,
pi-1390,,,17.348,17.348,round,0.025,0.025,plumbing,,
pi-1420,,,15.062,14.594,round,0.013,0.013,plumbing,,
pi-1421,,,14.58,14.58,round,0.013,0.013,plumbing,,
pi-1422,,,14.58,14.58,round,0.025,0.025,plumbing,,
pi-1423,,,15.024,17.213,round,0.025,0.025,plumbing,,
pi-1424,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1425,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1426,,,14.072,14.072,round,0.013,0.013,plumbing,,
pi-1427,,,14.072,14.072,round,0.013,0.013,plumbing,,
pi-1428,,,14.086,14.305,round,0.013,0.013,plumbing,,
pi-1905,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1906,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1907,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1908,,,14.224,14.224,round,0.013,0.013,plumbing,,
pi-1909,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1910,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1911,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1912,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1913,,,14.356,14.34,round,0.013,0.013,plumbing,,
pi-1914,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1915,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1916,,,14.362,14.289,round,0.013,0.013,plumbing,,
pi-1917,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1918,,,14.295,14.311,round,0.013,0.013,plumbing,,
pi-1919,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-1920,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1921,,,14.295,14.311,round,0.013,0.013,plumbing,,
pi-1922,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-1923,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1924,,,14.238,14.311,round,0.013,0.013,plumbing,,
pi-1925,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1926,,,14.245,14.311,round,0.013,0.013,plumbing,,
pi-1927,,,14.224,14.224,round,0.013,0.013,plumbing,,
pi-1928,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1929,,,14.245,14.311,round,0.013,0.013,plumbing,,
pi-1930,,,14.224,14.224,round,0.013,0.013,plumbing,,
pi-1931,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-1932,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-1933,,,14.224,14.224,round,0.013,0.013,plumbing,,
pi-1934,,,14.21,13.603,round,0.013,0.013,plumbing,,
pi-1935,,,13.589,13.589,round,0.013,0.013,plumbing,,
pi-1936,,,13.603,14.388,round,0.013,0.013,plumbing,,
pi-1937,,,14.051,13.654,round,0.013,0.013,plumbing,,
pi-1938,,,13.64,13.64,round,0.013,0.013,plumbing,,
pi-1939,,,13.654,14.438,round,0.013,0.013,plumbing,,
pi-1940,,,14.402,14.402,round,0.013,0.013,plumbing,,
pi-1941,,,14.453,14.453,round,0.013,0.013,plumbing,,
pi-1942,,,14.597,14.467,round,0.013,0.013,plumbing,,
pi-1943,,,14.66,14.694,round,0.013,0.013,plumbing,,
pi-1944,,,14.65,14.608,round,0.013,0.013,plumbing,,
pi-1945,,,14.402,14.402,round,0.013,0.013,plumbing,,
pi-1946,,,14.416,14.694,round,0.013,0.013,plumbing,,
pi-1947,,,14.072,14.072,round,0.013,0.013,plumbing,,
pi-1948,,,14.072,14.072,round,0.013,0.013,plumbing,,
pi-1949,,,14.261,14.092,round,0.013,0.013,plumbing,,
pi-1950,,,14.783,14.783,round,0.013,0.013,plumbing,,
pi-1951,,,14.34,14.769,round,0.013,0.013,plumbing,,
pi-1952,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1953,,,14.783,14.783,round,0.013,0.013,plumbing,,
pi-1954,,,14.397,14.769,round,0.013,0.013,plumbing,,
pi-1955,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-1956,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1957,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1958,,,14.949,15.062,round,0.013,0.013,plumbing,,
pi-1959,,,14.949,15.062,round,0.013,0.013,plumbing,,
pi-1960,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-1961,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-1962,,,14.311,14.289,round,0.013,0.013,plumbing,,
pi-1963,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-1964,,,14.289,14.921,round,0.013,0.013,plumbing,,
pi-1965,,,14.935,14.935,round,0.013,0.013,plumbing,,
pi-1966,,,14.249,14.249,round,0.025,0.025,plumbing,,
pi-1967,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-1968,,,14.463,14.27,round,0.025,0.025,plumbing,,
pi-1969,,,14.845,14.391,round,0.013,0.013,plumbing,,
pi-1970,,,14.832,14.719,round,0.025,0.025,plumbing,,
pi-1971,,,14.541,14.504,round,0.025,0.025,plumbing,,
pi-1972,,,14.484,14.484,round,0.025,0.025,plumbing,,
pi-1973,,,14.915,14.886,round,0.025,0.025,plumbing,,
pi-1974,,,14.859,14.859,round,0.013,0.013,plumbing,,
pi-1975,,,14.859,14.859,round,0.025,0.025,plumbing,,
pi-1976,,,5.801,5.232,round,0.102,0.102,plumbing,,
pi-1978,,,8.618,6.045,round,0.102,0.102,plumbing,,
pi-2371,,,14.4,14.296,round,0.025,0.025,plumbing,,
pi-2372,,,15.062,14.949,round,0.013,0.013,plumbing,,
pi-2373,,,15.062,14.949,round,0.013,0.013,plumbing,,
pi-2374,,,14.736,14.719,round,0.025,0.025,plumbing,,
pi-2375,,,14.921,14.441,round,0.013,0.013,plumbing,,
pi-2376,,,14.935,14.935,round,0.013,0.013,plumbing,,
pi-2377,,,14.427,14.427,round,0.013,0.013,plumbing,,
pi-2378,,,14.484,14.454,round,0.025,0.025,plumbing,,
pi-2379,,,14.777,17.328,round,0.025,0.025,plumbing,,
pi-2380,,,14.541,14.525,round,0.025,0.025,plumbing,,
pi-2381,,,14.757,14.757,round,0.025,0.025,plumbing,,
pi-2382,,,14.504,14.504,round,0.025,0.025,plumbing,,
pi-2383,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2384,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2385,,,14.311,14.295,round,0.013,0.013,plumbing,,
pi-2386,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2387,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2388,,,14.34,14.356,round,0.013,0.013,plumbing,,
pi-2389,,,14.921,14.397,round,0.013,0.013,plumbing,,
pi-2390,,,14.935,14.935,round,0.013,0.013,plumbing,,
pi-2391,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2392,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2393,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2394,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2395,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2396,,,14.694,14.391,round,0.013,0.013,plumbing,,
pi-2397,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2398,,,14.694,14.289,round,0.013,0.013,plumbing,,
pi-2399,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2400,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2401,,,14.362,13.654,round,0.013,0.013,plumbing,,
pi-2402,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2403,,,14.261,13.629,round,0.013,0.013,plumbing,,
pi-2404,,,13.64,13.64,round,0.013,0.013,plumbing,,
pi-2405,,,13.614,13.614,round,0.013,0.013,plumbing,,
pi-2406,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2407,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2408,,,13.654,14.311,round,0.013,0.013,plumbing,,
pi-2409,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2410,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2411,,,14.311,14.289,round,0.013,0.013,plumbing,,
pi-2412,,,13.629,14.261,round,0.013,0.013,plumbing,,
pi-2413,,,13.679,14.769,round,0.013,0.013,plumbing,,
pi-2414,,,14.783,14.783,round,0.013,0.013,plumbing,,
pi-2415,,,14.783,14.783,round,0.013,0.013,plumbing,,
pi-2416,,,14.457,13.679,round,0.013,0.013,plumbing,,
pi-2417,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2418,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2419,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2420,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2421,,,13.679,14.261,round,0.013,0.013,plumbing,,
pi-2422,,,13.679,14.362,round,0.013,0.013,plumbing,,
pi-2423,,,13.665,13.665,round,0.013,0.013,plumbing,,
pi-2424,,,13.665,13.665,round,0.013,0.013,plumbing,,
pi-2425,,,13.665,13.665,round,0.013,0.013,plumbing,,
pi-2426,,,13.665,13.665,round,0.013,0.013,plumbing,,
pi-2427,,,14.072,14.072,round,0.013,0.013,plumbing,,
pi-2428,,,14.086,14.464,round,0.013,0.013,plumbing,,
pi-2429,,,14.478,14.478,round,0.013,0.013,plumbing,,
pi-2430,,,14.478,14.478,round,0.013,0.013,plumbing,,
pi-2431,,,14.769,14.499,round,0.013,0.013,plumbing,,
pi-2432,,,13.784,13.706,round,0.102,0.102,plumbing,,
pi-2433,,,13.564,13.564,round,0.102,0.102,plumbing,,
pi-2434,,,13.665,13.784,round,0.102,0.102,plumbing,,
pi-2435,,,13.144,13.144,round,0.102,0.102,plumbing,,
pi-2436,,,13.002,12.923,round,0.102,0.102,plumbing,,
pi-2437,,,17.065,13.246,round,0.102,0.102,plumbing,,
pi-2438,,,13.287,13.421,round,0.102,0.102,plumbing,,
pi-2439,,,13.564,13.564,round,0.051,0.051,plumbing,,
pi-2441,,,13.564,13.564,round,0.102,0.102,plumbing,,
pi-2452,,,17.069,17.069,round,0.102,0.102,plumbing,,
pi-2607,,,9.296,9.865,round,0.102,0.102,plumbing,,
pi-2630,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2631,,,13.066,13.034,round,0.051,0.051,plumbing,,
pi-2632,,,10.109,12.682,round,0.102,0.102,plumbing,,
pi-2633,,,14.27,17.328,round,0.025,0.025,plumbing,,
pi-2713,,,14.541,14.194,round,0.025,0.025,plumbing,,
pi-2714,,,14.719,14.737,round,0.025,0.025,plumbing,,
pi-2715,,,14.757,14.757,round,0.025,0.025,plumbing,,
pi-2716,,,14.173,14.173,round,0.025,0.025,plumbing,,
pi-2717,,,14.778,17.328,round,0.025,0.025,plumbing,,
pi-2718,,,15.062,14.949,round,0.013,0.013,plumbing,,
pi-2719,,,15.062,14.949,round,0.013,0.013,plumbing,,
pi-2720,,,14.935,14.935,round,0.013,0.013,plumbing,,
pi-2721,,,14.173,14.173,round,0.025,0.025,plumbing,,
pi-2722,,,14.248,14.194,round,0.025,0.025,plumbing,,
pi-2723,,,14.935,14.935,round,0.013,0.013,plumbing,,
pi-2724,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2725,,,14.356,14.34,round,0.013,0.013,plumbing,,
pi-2726,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2727,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2728,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2729,,,14.694,14.34,round,0.013,0.013,plumbing,,
pi-2730,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2731,,,14.694,14.289,round,0.013,0.013,plumbing,,
pi-2732,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2733,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2734,,,14.349,14.302,round,0.025,0.025,plumbing,,
pi-2735,,,14.914,14.403,round,0.025,0.025,plumbing,,
pi-2736,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2737,,,14.34,14.362,round,0.013,0.013,plumbing,,
pi-2738,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2739,,,14.921,14.397,round,0.013,0.013,plumbing,,
pi-2740,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2741,,,14.376,14.376,round,0.013,0.013,plumbing,,
pi-2742,,,14.362,14.289,round,0.013,0.013,plumbing,,
pi-2743,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2744,,,14.289,14.311,round,0.013,0.013,plumbing,,
pi-2745,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2749,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2750,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2751,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2752,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2753,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2754,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2755,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2756,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2757,,,14.783,14.783,round,0.013,0.013,plumbing,,
pi-2758,,,14.769,14.289,round,0.013,0.013,plumbing,,
pi-2759,,,14.783,14.783,round,0.013,0.013,plumbing,,
pi-2760,,,14.769,14.34,round,0.013,0.013,plumbing,,
pi-2761,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2762,,,14.072,14.072,round,0.013,0.013,plumbing,,
pi-2763,,,14.254,14.086,round,0.013,0.013,plumbing,,
pi-2764,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2765,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2766,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2767,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2768,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2769,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2770,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2771,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2772,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2773,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2774,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2775,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2776,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2777,,,14.326,14.326,round,0.013,0.013,plumbing,,
pi-2778,,,14.289,14.311,round,0.013,0.013,plumbing,,
pi-2779,,,14.275,14.275,round,0.013,0.013,plumbing,,
pi-2790,,,17.22,14.746,round,0.013,0.013,plumbing,,
pi-2791,,,14.732,14.732,round,0.013,0.013,plumbing,,
pi-2792,,,14.759,14.846,round,0.025,0.025,plumbing,,
pi-2793,,,14.6,14.705,round,0.025,0.025,plumbing,,
pi-2803,,,17.335,17.335,round,0.025,0.025,plumbing,,
pi-2939,,,17.506,17.459,round,0.152,0.152,plumbing,,
pi-2940,,,17.254,17.213,round,0.152,0.152,plumbing,,
pi-2943,,,17.506,17.371,round,0.152,0.152,plumbing,,
pi-2944,,,17.506,17.414,round,0.152,0.152,plumbing,,
pi-2967,,,17.506,17.288,round,0.152,0.152,plumbing,,
pi-2968,,,17.082,17.071,round,0.152,0.152,plumbing,,
pi-2969,,,17.506,17.365,round,0.152,0.152,plumbing,,
pi-2970,,,17.16,17.103,round,0.152,0.152,plumbing,,
pi-3015,,,17.342,17.303,round,0.025,0.025,plumbing,,
pi-3016,,,17.297,17.297,round,0.025,0.025,plumbing,,
pi-3017,,,17.342,17.303,round,0.025,0.025,plumbing,,
pi-3038,,,17.342,17.303,round,0.025,0.025,plumbing,,
pi-3039,,,17.297,17.297,round,0.025,0.025,plumbing,,
pi-3040,,,17.342,17.303,round,0.025,0.025,plumbing,,
pi-3041,,,17.348,17.348,round,0.025,0.025,plumbing,,
pi-3042,,,14.072,14.072,round,0.051,0.051,plumbing,,
pi-3043,,,14.105,14.14,round,0.051,0.051,plumbing,,
pi-3048,,,13.994,13.337,round,0.051,0.051,plumbing,,
