id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-12,,,16.916,16.916,round,0.102,0.102,hvac,,
du-13,,,15.85,16.764,round,0.102,0.102,hvac,,
du-14,,,16.916,16.916,round,0.102,0.102,hvac,,
du-15,,,16.916,16.916,round,0.102,0.102,hvac,,
du-16,,,16.916,16.916,round,0.102,0.102,hvac,,
du-17,,,15.85,16.764,round,0.102,0.102,hvac,,
du-18,,,16.916,16.916,round,0.102,0.102,hvac,,
du-19,,,16.916,16.916,round,0.102,0.102,hvac,,
du-20,,,16.916,16.916,round,0.102,0.102,hvac,,
du-21,,,15.85,16.764,round,0.102,0.102,hvac,,
du-22,,,16.916,16.916,round,0.102,0.102,hvac,,
du-23,,,16.916,16.916,round,0.102,0.102,hvac,,
du-24,,,16.916,16.916,round,0.102,0.102,hvac,,
du-25,,,15.85,16.764,round,0.102,0.102,hvac,,
du-26,,,16.916,16.916,round,0.102,0.102,hvac,,
du-27,,,16.916,16.916,round,0.102,0.102,hvac,,
du-169,,,16.916,16.916,round,0.102,0.102,hvac,,
du-178,,,15.716,15.716,round,0.102,0.102,hvac,,
du-179,,,15.716,15.716,round,0.102,0.102,hvac,,
du-180,,,16.078,15.792,round,0.102,0.102,hvac,,
